address,in_degree,out_degree,total_in,total_out,balance,label
0xfdd3bfe92735e109726d397007464624a39334d7,1,1,2.525283745355392,2.5252484490329565,3.5296322435485195e-05,0
0xd0cc2b24980cbcca47ef755da88b220a82291407,11,8,6.951418263598664,1.562532319267848,5.388885944330816,1
0xd8711dba2db856eebd7f01db3d877e4c53d6dee2,1,1,0.0953101798043248,0.0927139616355212,0.0025962181688035,0
0x7e8def9b77417f60a5a6a420573f4580e14e17b1,0,1,0.0,0.2599783234495407,-0.2599783234495407,0
0x984a01719fceeedd10c43afca9d4220508e54f1a,0,1,0.0,0.3084503972825597,-0.3084503972825597,0
0x86849f631edd436794ec35982f4b5459056190d3,1,1,0.0953101798043248,0.094202675839059,0.0011075039652657,0
0x0e16368ec4ecf1f6bbce431d6bd03815c99d1c9d,1,1,0.0953101798043248,0.0893691540807443,0.0059410257235804,0
0x3fd6e50cf529ff779f2f387470bdd8df99c96690,1,1,0.4112748654043249,0.4101599248557753,0.0011149405485496,0
0x68d86d5fc6e2288a8ea7c7c46642960c95866428,1,0,1.2728988231782998,0.0,1.2728988231782998,0
0x48eaf48a1e3bc80221e0eedfbc2a6a9014fdca25,1,1,0.0198026272961797,0.0069756137364252,0.0128270135597544,0
0x7b26e1cd35435bf375c384449dd85c5b3169f209,2,2,0.022798136275978,0.0110786867229476,0.0117194495530303,0
0x9fc485fbf6d32afd59a73449e19aa9f2cd5cce36,1,10,1.385043579218238,3.715362943371164,-2.330319364152926,0
0x7097548ae38481dfea71dbc15c5ef7073c79a391,0,1,0.0,0.687581581808508,-0.687581581808508,0
0x158210172308b3c8bc1881e271836376f9bade24,3,6,3.989380253164073,6.489937087018341,-2.5005568338542687,0
0x9aadc1b96bf986dd58cc836dc19164c28c946c82,5,6,6.474919184220049,6.246769883277389,0.2281493009426602,0
0x7b5e976ba9bf3f7b4ad5fae319883aa49d34cd03,1,1,0.0198026272961797,0.0186052195130615,0.0011974077831181,0
0x7c522355c13d05a86dcc4389f37f9014b7dd5f97,0,1,0.0,0.327972957718482,-0.327972957718482,0
0x66c9ab2cbdd70dcc98d025cca5d3cecff8509eaf,0,1,0.0,1.7047480922384253,-1.7047480922384253,0
0x4f1bfdeae229bd7f259d45e5a0637aa2e4bcbee6,3,5,0.7312088054896803,1.29187150460089,-0.5606626991112097,0
0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,2,0,0.0134853423311511,0.0,0.0134853423311511,1
0x17ca02ca4662f15b281cb565eb818efa8607598e,2,3,0.154935508080244,0.0781695698303117,0.0767659382499323,0
0x81aa713372fa1cd34cbb4ff0c9e9ac4688a25b70,4,3,1.6041814979618214,1.5487104163173,0.0554710816445214,0
0x00e01a648ff41346cdeb873182383333d2184dd1,20,0,32.26700470291945,0.0,32.26700470291945,1
0x7262640299c804fa75b7c814b840a89899ea6c7b,0,1,0.0,1.386063334435281,-1.386063334435281,0
0xc32fdc40bc6fa7030b402f5fb158331d4854b043,3,2,1.363713426422666,1.3397174782309431,0.0239959481917226,0
0xa3b95e2e1550df8d5f63bbe540abd5b442d81246,4,5,3.383828702522236,4.004914292306268,-0.6210855897840326,0
0x379805e181aa49041ea0c859fc10141cc2921a73,1,1,2.136530508663963,2.406090418850957,-0.2695599101869939,0
0x5b58a1db52be6210259196a78be144e53e7cc6d4,0,1,0.0,0.6925630124669848,-0.6925630124669848,0
0x56b2321324fd4b2a416ef84730228a9d559b30b8,1,1,1.099060188346071,1.098913243376698,0.0001469449693731,0
0xcdd82f10463391ffd769ea9ce4b4a26502b3cec5,3,6,2.712506921819151,15.224453838212357,-12.511946916393205,0
0x68ada143dc21d3a079ee73bb3a10e9ce41449784,2,1,3.856245989959148,2.5498012793864264,1.306444710572721,0
0xd38a48f145e3d695fadda4bc9e1b394b4c692045,0,1,0.0,1.45890877722385,-1.45890877722385,0
